artist_name,﻿genre,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Future,Hip-Hop,Jumpin on a Jet,1I3ZAmPmbFV78oNKnibOiW,78,0.0571,0.824,137134,0.595,3.7e-06,B,0.0876,-6.346,Major,0.091,140.039,4/4,0.157
Oliver Tree,Hip-Hop,Alien Boy,1gGhqfs2pDTOI30AEXMXrn,76,0.111,0.803,163525,0.599,0,C#,0.236,-5.169,Major,0.0985,130.107,4/4,0.484
Gunna,Hip-Hop,Outstanding,76PwajqH3ej4hnk9tgaJpp,79,0.309,0.829,180780,0.73,0,F#,0.109,-4.554,Minor,0.241,149.075,4/4,0.324
Future,Hip-Hop,Mask Off,0VgkVdmE4gld66l8iyGjgx,82,0.0102,0.833,204600,0.434,0.0219,D,0.165,-8.795,Major,0.431,150.062,4/4,0.281
J. Cole,Hip-Hop,Neighbors,0utlOiJy2weVl9WTkcEWHy,76,0.358,0.894,216520,0.284,0.000487,B,0.11,-13.002,Minor,0.33,138.944,4/4,0.413
Young Thug,Hip-Hop,Sin (feat. Jaden Smith),1Jl21sidRpEdlVBvYbssLx,77,0.00544,0.889,202533,0.385,0,B,0.274,-11.767,Minor,0.165,125.995,4/4,0.235
Lil Baby,Hip-Hop,Life Goes On,2bSk87AVkCIIC3Bcligq1z,78,0.0021,0.716,247055,0.541,0,C#,0.115,-7.909,Major,0.149,139.978,4/4,0.387
Tyga,Hip-Hop,SWISH,55GiOwtxNajXVbpjjIzMnD,83,0.0831,0.884,194936,0.541,0,B,0.118,-5.608,Major,0.221,105.009,4/4,0.274
Quavo,Hip-Hop,WORKIN ME,33tNYw9oMtSkGe27NpgS64,78,0.182,0.79,169620,0.629,7.06e-06,G#,0.338,-4.055,Major,0.142,170.023,4/4,0.267
Bryson Tiller,Hip-Hop,Don't,3pXF1nA74528Edde4of9CC,79,0.222,0.765,198293,0.356,0,B,0.0963,-5.556,Minor,0.196,97.001,4/4,0.19
Childish Gambino,Hip-Hop,Redbone,0wXuerDYiBnERgIpbb3JBR,78,0.167,0.743,326933,0.347,0.00951,C#,0.103,-11.174,Major,0.121,160.143,4/4,0.572
ScHoolboy Q,Hip-Hop,X (with 2 Chainz & Saudi),4LmAnpjlhWTahvRkYR8xJa,77,0.0201,0.768,267427,0.471,0,D,0.268,-8.406,Major,0.259,131.023,4/4,0.405
Lil Wayne,Hip-Hop,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,78,0.371,0.855,324189,0.694,0,D,0.109,-4.393,Major,0.169,122.078,4/4,0.49
Frank Ocean,Hip-Hop,Nights,7eqoqGkKwgOaWNNHx90uEZ,78,0.42,0.466,307151,0.548,1.01e-06,F,0.113,-9.362,Minor,0.118,89.815,4/4,0.423
Drake,Hip-Hop,One Dance,1zi7xx7UVEFkmKfv06H8x0,83,0.00842,0.796,173987,0.61,0.00286,C#,0.351,-5.857,Major,0.0516,103.99,4/4,0.391
Ski Mask The Slump God,Hip-Hop,Catch Me Outside,4rgwri7LajWVZvdj2N81SS,78,0.165,0.943,145760,0.677,0,G,0.327,-6.033,Major,0.246,112.001,4/4,0.615
Oliver Tree,Hip-Hop,Hurt,1Xls3QHvOQ7YLB54R6BvgG,76,0.0209,0.561,145558,0.782,0,C,0.315,-5.863,Major,0.04,94.004,4/4,0.486
Rich The Kid,Hip-Hop,New Freezer (feat. Kendrick Lamar),2EgB4n6XyBsuNUbuarr4eG,76,0.0405,0.884,191938,0.698,0,C,0.195,-9.101,Major,0.364,140.068,4/4,0.575
Eminem,Hip-Hop,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,82,0.241,0.749,263373,0.925,0,A#,0.52,-5.034,Major,0.227,86.989,4/4,0.641
Gunna,Hip-Hop,One Call,2IoZOYOZDrWCOLoZoYedxQ,78,0.125,0.861,195736,0.481,1.38e-05,D,0.0903,-7.309,Major,0.343,146.992,4/4,0.188
Mac Miller,Hip-Hop,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,77,0.47,0.843,208080,0.435,0,G#,0.147,-8.442,Major,0.178,120.058,4/4,0.19
Future,Hip-Hop,Hard Work Pays Off,6gzIcEUuswJQGfJNPYMjjv,77,0.327,0.736,224507,0.482,0,E,0.229,-8.242,Major,0.196,140.064,4/4,0.608
Eminem,Hip-Hop,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,82,0.00348,0.929,290227,0.65,0,G,0.308,-2.882,Major,0.0858,112.249,4/4,0.655
Rob $tone,Hip-Hop,Chill Bill,5uDASfU19gDxSjW8cnCaBp,79,0.0312,0.886,177184,0.427,0.00099,F#,0.0906,-10.028,Major,0.145,108.034,4/4,0.23
NF,Hip-Hop,If You Want Love,3i5qVV8azKqGFK4Gzdt5YS,77,0.624,0.681,199387,0.397,0,C,0.113,-10.271,Major,0.12,70.129,4/4,0.251
Drake,Hip-Hop,Jumpman,27GmP9AWRs744SzKcpJsTZ,77,0.0563,0.852,205879,0.553,0,C#,0.332,-7.286,Major,0.187,142.072,4/4,0.656
Smokepurpp,Hip-Hop,Nephew (feat. Lil Pump),0ibOcbkp2XG46Do8jcy0bL,76,0.00422,0.792,202963,0.454,0,A,0.285,-6.753,Major,0.458,161.993,4/4,0.674
XXXTENTACION,Hip-Hop,I don’t let go,4axYWgXASdsCBHuwInAubT,77,0.591,0.797,121630,0.293,0.0724,F,0.148,-7.479,Major,0.08,80.035,4/4,0.478
The Notorious B.I.G.,Hip-Hop,Juicy,5ByAIlEEnxYdvpnezg7HTX,78,0.472,0.889,302693,0.816,0,A,0.204,-4.67,Major,0.247,96.056,4/4,0.777
XXXTENTACION,Hip-Hop,Guardian angel,7uqcLJFlSYjVPLUz1vPxkY,77,0.795,0.712,108035,0.374,0,C,0.187,-10.215,Minor,0.511,133.952,4/4,0.779
XXXTENTACION,Hip-Hop,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,77,0.0179,0.755,101851,0.695,0,A,0.107,-5.963,Major,0.26,128.063,4/4,0.493
T-Pain,Hip-Hop,Buy U a Drank (Shawty Snappin'),2aIdVb8v9KTpEZnftkz2mD,78,0.0108,0.451,227960,0.55,0,C#,0.0737,-8.137,Major,0.262,80.001,4/4,0.594
Migos,Hip-Hop,Narcos,0wbnC9AUenxp613TYaJsGK,80,0.0146,0.936,255379,0.588,0,G,0.139,-6.948,Minor,0.136,124.987,4/4,0.238
Lil Yachty,Hip-Hop,Get Dripped (feat. Playboi Carti),3m2aDCqn8eT5ElXDUiboGU,76,0.105,0.95,158769,0.489,0,G#,0.411,-8.411,Major,0.462,130.021,4/4,0.919
G-Eazy,Hip-Hop,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,82,0.0534,0.589,268867,0.731,0,D,0.308,-6.343,Major,0.0868,87.908,4/4,0.191
Eminem,Hip-Hop,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,82,0.142,0.748,221013,0.749,0,G#,0.0713,-5.916,Minor,0.516,90.09,4/4,0.659
Gunna,Hip-Hop,Same Yung Nigga (feat. Playboi Carti),1q9jq5X5vwmewjOa2mHtQ1,77,0.183,0.852,180935,0.568,0,C#,0.0993,-9.202,Minor,0.344,81.526,4/4,0.504
XXXTENTACION,Hip-Hop,Depression & Obsession,2H3wWrnO758y0fPH7Ilerg,78,0.585,0.769,144733,0.156,0.015,B,0.102,-10.7,Minor,0.035,105.95,4/4,0.527
Young Thug,Hip-Hop,Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,76,0.00252,0.842,215307,0.597,0,D,0.124,-6.336,Major,0.0627,145.992,4/4,0.298
Ski Mask The Slump God,Hip-Hop,BabyWipe,6eKWSrZfzd25TYYxkscWgg,77,0.0266,0.885,168627,0.506,0,C#,0.307,-8.322,Major,0.268,148.038,4/4,0.588
Eminem,Hip-Hop,Not Alike (feat. Royce Da 5'9),28FGV3ORH14MYORd7s5dlU,78,0.0692,0.904,288087,0.756,0,A#,0.339,-3.746,Major,0.32,140.005,4/4,0.342
Lil Pump,Hip-Hop,Be Like Me (feat. Lil Wayne),6flur5o18COKeafnjLHRiJ,81,0.00335,0.948,240000,0.396,0,F,0.192,-8.08,Minor,0.173,104.006,4/4,0.593
Offset,Hip-Hop,Lick,4W9XGjEUVG9junR70FOLii,79,0.172,0.959,204516,0.539,0,E,0.108,-6.611,Minor,0.0958,103,4/4,0.657
A$AP Rocky,Hip-Hop,Sundress,2aPTvyE09vUCRwVvj0I8WK,77,0.176,0.721,158206,0.704,3.71e-06,F#,0.143,-6.364,Major,0.0606,125.004,4/4,0.735
Big Sean,Hip-Hop,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,76,0.0372,0.822,284387,0.734,0,C#,0.325,-5.48,Major,0.0738,97.998,4/4,0.425
Eminem,Hip-Hop,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,80,0.0339,0.95,284200,0.665,0,F,0.0453,-4.286,Minor,0.061,104.504,4/4,0.76
Drake,Hip-Hop,Portland,2bjwRfXMk4uRgOD9IBYl9h,76,0.0143,0.924,236615,0.444,0,C#,0.26,-8.227,Major,0.243,136.088,4/4,0.314
Lil Wayne,Hip-Hop,Scared of the Dark (feat. XXXTENTACION),3vWzyGTu6Ovo1GdrcJqH6e,79,0.0468,0.443,233000,0.623,0,C,0.247,-6.717,Minor,0.0718,79.365,4/4,0.156
G-Eazy,Hip-Hop,West Coast,2O8gSQ9z52tZSLJnuzjkcG,76,0.0729,0.843,139610,0.806,0,F#,0.758,-5.156,Major,0.367,97.858,4/4,0.821
Eminem,Hip-Hop,Rap God,6or1bKJiZ06IlK0vFvY75k,79,0.397,0.708,363521,0.843,0,G,0.799,-2.66,Major,0.314,148.14,4/4,0.625
TLC,Hip-Hop,No Scrubs,1KGi9sZVMeszgZOWivFpxs,81,0.0251,0.743,214400,0.675,0.000717,G#,0.0685,-4.267,Minor,0.0953,92.909,4/4,0.59
YBN Cordae,Hip-Hop,Kung Fu,3i01Zk9c0FQ5HA1WJjflXI,79,0.0227,0.876,199680,0.608,1.16e-05,G#,0.107,-6.019,Major,0.109,124.983,4/4,0.258
Eminem,Hip-Hop,Fall,58QhkbaAkLFnn7JwAnAato,79,0.227,0.83,262494,0.546,0,C#,0.112,-5.716,Major,0.295,182.973,4/4,0.535
Mac Miller,Hip-Hop,Ladders,39NDBdU5Xkm5pCFGa5kZtI,77,0.236,0.802,287040,0.463,0.00531,G#,0.105,-8.379,Major,0.162,103.961,4/4,0.291
Gorillaz,Hip-Hop,Feel Good Inc,0d28khcov6AiegSCpG5TuT,81,0.00836,0.818,222640,0.705,0.00233,F#,0.613,-6.679,Major,0.177,138.559,4/4,0.772
Lil Pump,Hip-Hop,Racks on Racks,0SfG57HqtBNqKN9O27fo1s,80,0.0311,0.822,129778,0.484,6.22e-06,C#,0.31,-7.166,Major,0.0865,150.061,4/4,0.0934
Aminé,Hip-Hop,Invincible,6VS7wKwtvL2FvTupYSWZ9e,76,0.141,0.724,196387,0.6,0.000218,A#,0.104,-4.391,Minor,0.29,86.984,4/4,0.466
Migos,Hip-Hop,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,79,0.061,0.927,343150,0.665,0,B,0.123,-5.313,Major,0.244,127.076,4/4,0.175
KYLE,Hip-Hop,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,78,0.378,0.746,253107,0.653,0,G,0.229,-6.745,Major,0.289,75.016,4/4,0.672
OutKast,Hip-Hop,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,78,0.142,0.843,270507,0.805,0,E,0.0771,-5.946,Minor,0.269,94.946,4/4,0.615
Rae Sremmurd,Hip-Hop,Come Get Her,1Ser4X0TKttOvo8bgdytTP,76,0.184,0.687,212947,0.563,0,D,0.0681,-6.214,Major,0.163,185.056,4/4,0.112
Frank Ocean,Hip-Hop,Pink + White,3xKsf9qdS1CyvXSMEid6g8,77,0.67,0.544,184516,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,3/4,0.554
Meek Mill,Hip-Hop,On Me (feat. Cardi B),3DnZfpfe8wLeJgzc00gKeW,76,0.0482,0.864,225008,0.666,0,C#,0.134,-5.525,Major,0.234,132.12,4/4,0.538
Tory Lanez,Hip-Hop,TAlk tO Me (with Rich The Kid),2cRgo1TiPm7SnPvYzvbOLf,76,0.0591,0.731,184490,0.657,0,C,0.0874,-8.56,Major,0.0434,159.97,4/4,0.49
Drake,Hip-Hop,Fake Love,343YBumqHu19cGoGARUTsd,76,0.108,0.927,210937,0.488,0,A,0.196,-9.433,Minor,0.42,133.987,4/4,0.605
Migos,Hip-Hop,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,78,0.307,0.92,304041,0.674,0,C#,0.104,-5.662,Minor,0.264,141.967,4/4,0.741
Boogie,Hip-Hop,Rainy Days (feat. Eminem),015jLlgBeSkl3CApWJhlv7,76,0.0146,0.866,234640,0.51,0,A#,0.107,-6.254,Major,0.256,106.949,4/4,0.171
Quavo,Hip-Hop,FLIP THE SWITCH (feat. Drake),1rlIrbWboTRGeKfHhgbJRZ,78,0.129,0.853,156195,0.637,0,D#,0.267,-5.924,Minor,0.331,86.048,4/4,0.496
Kodak Black,Hip-Hop,Codeine Dreaming (feat. Lil Wayne),4DTpngLjoHj5gFxEZFeD3J,77,0.0652,0.736,264532,0.604,6.43e-05,C#,0.124,-7.357,Minor,0.222,155.007,4/4,0.574
Mac Miller,Hip-Hop,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,76,0.343,0.69,245640,0.462,0.00218,G#,0.113,-8.054,Major,0.13,157.655,4/4,0.325
21 Savage,Hip-Hop,1.5,2wOXxtHZgRkkrkEbKLzzqs,77,0.000244,0.885,148656,0.52,1.16e-06,C#,0.454,-8.353,Major,0.359,84.022,4/4,0.306
Gunna,Hip-Hop,3 Headed Snake (feat. Young Thug),2OaKHGvIxoOzIYjyMsxcT8,76,0.0536,0.914,241995,0.415,0,F#,0.131,-10.708,Major,0.464,135.03,4/4,0.646
Childish Gambino,Hip-Hop,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,76,0.162,0.554,297404,0.596,0.00482,G,0.0805,-8.214,Major,0.13,165.728,4/4,0.255
Offset,Hip-Hop,Clout (feat. Cardi B),59ywHNwwchG4nZJMLyxSzd,77,0.228,0.919,205803,0.622,4.24e-06,C#,0.122,-7.384,Major,0.0997,140.022,4/4,0.424
Jaden Smith,Hip-Hop,Icon,22nyEAEM29tcBRhukR089b,78,0.222,0.786,220996,0.82,0,A,0.575,-5.093,Minor,0.232,119.982,4/4,0.49
Future,Hip-Hop,Low Life,7EiZI6JVHllARrX9PUvAdX,76,0.337,0.722,313547,0.331,0.283,G#,0.146,-7.789,Major,0.0725,143.974,4/4,0.102
Eminem,Hip-Hop,Greatest,2XTquzYQAdT1Hk78bOUwsv,77,0.0441,0.809,226938,0.737,0,C#,0.341,-5.186,Major,0.108,80.025,4/4,0.367
Ty Dolla $ign,Hip-Hop,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",7t2bFihaDvhIrd2gn2CWJO,79,0.22,0.805,242983,0.33,0,C#,0.105,-8.712,Minor,0.1,121.97,4/4,0.211
6LACK,Hip-Hop,PRBLMS,4AtZRwSR8BOTTQg5ihSggt,76,0.0307,0.417,246773,0.58,1.45e-06,A,0.179,-4.574,Major,0.207,68.58,5/4,0.139
The Notorious B.I.G.,Hip-Hop,Hypnotize - 2014 Remastered Version,7KwZNVEaqikRSBSpyhXK2j,77,0.145,0.901,229827,0.697,0,A,0.287,-3.439,Major,0.28,93.941,4/4,0.67
Gucci Mane,Hip-Hop,BiPolar (feat. Quavo),4fGT0JiaqoHShrg6uSsKfB,76,0.144,0.747,214642,0.569,0,G#,0.18,-6.679,Major,0.146,157.056,4/4,0.167
Eminem,Hip-Hop,Not Afraid,7Ie9W94M7OjPoZVV216Xus,79,0.529,0.855,248133,0.954,0,C,0.205,-1.19,Minor,0.264,114.635,5/4,0.668
Offset,Hip-Hop,Wild Wild West (feat. Gunna),0SQ8yalm13UIJuebuZkQlH,77,0.0841,0.902,236300,0.621,0,A,0.138,-5.315,Major,0.199,114.007,4/4,0.497
Frank Ocean,Hip-Hop,Chanel,6Nle9hKrkL1wQpwNfEkxjh,76,0.874,0.776,210285,0.503,0,C,0.112,-5.732,Minor,0.237,110.134,4/4,0.473
Metro Boomin,Hip-Hop,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,76,0.733,0.638,166093,0.4,0.000133,B,0.334,-11.212,Minor,0.0425,150.133,4/4,0.495
Rae Sremmurd,Hip-Hop,Swang,6mapJIPnQ23RTAevUoE0DL,77,0.2,0.681,208120,0.314,9.82e-06,G#,0.1,-9.319,Major,0.0581,139.992,4/4,0.166
Jeremih,Hip-Hop,oui,0PJIbOdMs3bd5AT8liULMQ,76,0.192,0.715,238320,0.703,0,F,0.113,-3.825,Major,0.0503,119.749,4/4,0.596
Tay-K,Hip-Hop,The Race,3wGXyJGsCf1myH5MooQIqE,76,0.00266,0.766,140000,0.606,0,A,0.166,-6.064,Major,0.456,160.223,4/4,0.352
Rae Sremmurd,Hip-Hop,Black Beatles,6fujklziTHa8uoM5OQSfIo,78,0.142,0.794,291893,0.632,0,C,0.128,-6.163,Major,0.0649,145.926,4/4,0.355
OutKast,Hip-Hop,Hey Ya! - Radio Mix / Club Mix,2PpruBYCo4H7WOBJ7Q2EwM,78,0.103,0.728,235213,0.974,0.000532,E,0.175,-2.261,Minor,0.0665,79.526,4/4,0.965
G-Eazy,Hip-Hop,No Limit,2Xqd0wUttjueBfdcltADOv,78,0.0117,0.838,245387,0.771,0,C#,0.0853,-3.791,Major,0.244,175.957,4/4,0.405
Kodak Black,Hip-Hop,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,76,0.0576,0.497,268187,0.489,9.91e-05,B,0.122,-7.724,Minor,0.294,171.853,4/4,0.231
Lil Xan,Hip-Hop,Betrayed,6NWl2m8asvH83xjuXVNsuG,76,0.416,0.823,187453,0.419,0,A#,0.105,-10.358,Minor,0.165,119.958,4/4,0.277
Wiz Khalifa,Hip-Hop,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,81,0.369,0.689,229526,0.481,1.03e-06,A#,0.0649,-7.503,Major,0.0815,80.025,4/4,0.283
Rae Sremmurd,Hip-Hop,Guatemala - From Swaecation,0TCnOEVeLQMXOUrpPlM7uY,79,0.185,0.849,256341,0.699,0.00118,E,0.0954,-5.193,Minor,0.0574,100.989,4/4,0.0778
A$AP Rocky,Hip-Hop,L$D,4S7YHmlWwfwArgd8LfSPud,76,0.193,0.598,238307,0.252,0.138,D,0.0992,-15.086,Major,0.0647,120.06,4/4,0.0352
Eminem,Hip-Hop,Kamikaze,2gsNpSn7VvvJuSrIDfRoYy,77,0.112,0.78,216029,0.808,0,D,0.329,-5.175,Major,0.484,79.982,4/4,0.642
Frank Ocean,Hip-Hop,Ivy,2ZWlPOoWh0626oTaHrnl2a,77,0.782,0.567,249191,0.388,0.000309,A,0.248,-9.579,Minor,0.0384,116.362,4/4,0.452
21 Savage,Hip-Hop,ball w/o you,50a8bKqlwDEqeiEknrzkTO,76,0.0467,0.892,195047,0.633,0.000189,G#,0.139,-7.471,Major,0.0902,137.994,4/4,0.459
Wiz Khalifa,Hip-Hop,Fr Fr (feat. Lil Skies),1RagpNpkD3KcjXMLGMe99V,76,0.12,0.916,195591,0.493,2.63e-06,C#,0.211,-7.371,Minor,0.162,140.057,4/4,0.327
21 Savage,Hip-Hop,X (feat. Future),6fwdbPMwP1zVStm8FybmkO,77,0.373,0.835,258880,0.413,0.00133,C#,0.101,-9.81,Major,0.396,149.004,4/4,0.111
Lil Wayne,Hip-Hop,Don't Cry (feat. XXXTENTACION),5BQrp63SHCVf4bzCzJePne,76,0.409,0.585,249450,0.709,0,G#,0.183,-6.072,Major,0.319,111.913,4/4,0.21
SZA,Hip-Hop,The Weekend,6gU9OKjOE7ghfEd55oRO57,76,0.241,0.487,272187,0.366,0,G#,0.126,-9.405,Minor,0.0531,68.191,5/4,0.161
Lil Peep,Hip-Hop,Beamer Boy,7hf89cT5FEmLV5E9fjrjG7,76,0.0509,0.743,203373,0.732,1.77e-05,G#,0.227,-4.511,Major,0.104,123.994,4/4,0.339
Drake,Hip-Hop,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,78,0.00302,0.903,267067,0.621,0.000186,D,0.0504,-8.132,Major,0.0578,134.969,4/4,0.553
Nelly,Hip-Hop,Dilemma,0ARK753YaiJbpLUk7z5yIM,78,0.211,0.725,289173,0.534,2.91e-05,D,0.221,-8.364,Minor,0.167,168.119,4/4,0.621
G-Eazy,Hip-Hop,1942,794QVQtFNy7hvtjQP1keQd,76,0.0152,0.817,213080,0.646,0,E,0.125,-5.12,Minor,0.249,162.898,4/4,0.835
$uicideBoy$,Hip-Hop,Kill Yourself (Part III),5XAPpyIoYF3QXP34Hv8Pvx,78,0.324,0.753,145078,0.679,4.21e-05,F,0.423,-7.092,Minor,0.0349,105.977,4/4,0.19
Lil Peep,Hip-Hop,Life is Beautiful,5rYpwP1dHWGVMrSZbTmt3e,77,0.0385,0.533,207587,0.638,0.000932,A#,0.0758,-9.411,Major,0.0636,135.056,4/4,0.324
Fetty Wap,Hip-Hop,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,76,0.00256,0.618,196693,0.717,0,G,0.625,-5.738,Major,0.318,190.05,4/4,0.603
Migos,Hip-Hop,Notice Me,3OnOomd79OjqSYHchCQ6ht,76,0.104,0.796,233880,0.338,1.12e-06,F,0.165,-9.754,Minor,0.315,166,4/4,0.474
Kendrick Lamar,Hip-Hop,LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,76,0.0265,0.658,227360,0.535,0,A,0.2,-8.983,Minor,0.0573,110.684,4/4,0.419
Lil Pump,Hip-Hop,Gucci Gang,43ZyHQITOjhciSUUNPVRHc,78,0.239,0.936,124056,0.523,0,F,0.117,-6.71,Major,0.0597,119.889,4/4,0.699
Nicky Jam,Hip-Hop,X,39N9RPD9MRb5WmoLzNzPeA,84,0.0364,0.595,173628,0.773,0.00108,A,0.334,-4.736,Minor,0.0549,180.073,4/4,0.711
Jaden Smith,Hip-Hop,Way Up,7cFFhb9Wz2ZXLSpEk2VDKd,76,0.03,0.585,153773,0.941,8.41e-06,A#,0.196,-3.278,Minor,0.145,130.024,4/4,0.45
Machine Gun Kelly,Hip-Hop,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,76,0.214,0.697,239293,0.691,0,D,0.185,-4.757,Major,0.146,137.853,4/4,0.305
Lil Peep,Hip-Hop,Awful Things,7Hr2XoaGpIMKbNXCZDZ3le,76,0.0157,0.368,214427,0.796,0,C#,0.0694,-4.923,Minor,0.0823,170.033,4/4,0.181
Soulja Boy,Hip-Hop,Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,76,0.0175,0.761,193387,0.724,0,G,0.116,-3.818,Major,0.111,149.936,4/4,0.815
Quavo,Hip-Hop,LOSE IT (feat. Lil Baby),69PkhA9q3xCWU2CzoZnLAu,76,0.0161,0.962,237655,0.573,0,G,0.109,-5.924,Major,0.308,125.035,4/4,0.728
Lil Pump,Hip-Hop,Esskeetit,44KKhCyI0BGS6LvVyDqJtH,78,0.022,0.932,181714,0.506,0,B,0.0933,-7.755,Major,0.161,139.974,4/4,0.696
Ciara,Hip-Hop,"One, Two Step",7uKcScNXuO3MWw6LowBjW1,76,0.042,0.944,203787,0.511,0.00107,F,0.0379,-10.96,Minor,0.161,113.046,4/4,0.842
Jeremih,Hip-Hop,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,76,0.124,0.802,245520,0.412,0,F,0.103,-5.963,Minor,0.0478,89.546,4/4,0.394
21 Savage,Hip-Hop,Ghostface Killers,5u6vkDnOyaf8LsteDAj2ub,76,0.331,0.782,268933,0.436,1.3e-05,D,0.342,-7.033,Major,0.155,82.994,4/4,0.243
Soulja Boy,Hip-Hop,Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,77,0.511,0.732,221933,0.724,0,C,0.0491,-2.104,Major,0.101,140.13,4/4,0.808
Usher,Hip-Hop,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,81,0.0183,0.894,250373,0.791,0,D,0.0388,-4.699,Major,0.112,105.018,4/4,0.583
SZA,Hip-Hop,The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt,76,0.495,0.775,171806,0.573,0,B,0.126,-4.933,Major,0.0585,101.925,4/4,0.667
Kendrick Lamar,Hip-Hop,King Kunta,0N3W5peJUQtI4eyR6GJT5O,76,0.00589,0.884,234693,0.657,0,F#,0.154,-4.569,Minor,0.0977,107.059,4/4,0.489
Wisin & Yandel,Hip-Hop,Aullando,7BuHdm4lQqcyG3qTwdkxus,84,0.184,0.8,226200,0.74,0,A#,0.0558,-4.52,Minor,0.0479,90.035,4/4,0.775
Rae Sremmurd,Hip-Hop,No Type,4scpF6J5uMBvoh6sFB7EL1,76,0.013,0.888,200080,0.483,4.85e-06,F#,0.0926,-7.797,Major,0.154,125.008,4/4,0.226
Jacquees,Hip-Hop,You,01jIO8SJFnpSiNLH1JaBZ5,77,0.413,0.735,217387,0.453,0,G#,0.104,-8.264,Minor,0.0602,115.002,4/4,0.335
Lil Peep,Hip-Hop,Benz Truck (гелик),3kBD2xHIqKWXjLAGidDTSz,76,0.0498,0.602,159987,0.762,0.00819,D,0.121,-6.149,Minor,0.0347,92.02,4/4,0.112
Drake,Hip-Hop,Too Good,3BtuIIrQlkujKPuWF2B85z,76,0.0662,0.82,263373,0.641,5.07e-05,E,0.102,-7.811,Minor,0.116,117.974,4/4,0.395
Eminem,Hip-Hop,Stan,3UmaczJpikHgJFyBTAJVoz,76,0.0369,0.778,404107,0.769,4.03e-06,F#,0.548,-4.331,Minor,0.248,80.044,4/4,0.484
50 Cent,Hip-Hop,Candy Shop,5D2mYZuzcgjpchVY1pmTPh,78,0.0253,0.614,209107,0.574,3.2e-05,B,0.38,-7.961,Major,0.466,125.173,5/4,0.755
$uicideBoy$,Hip-Hop,Paris,4irYeuAi87yyGHcI4h9s0x,76,0.0725,0.849,111020,0.648,0.00592,G,0.0984,-6.188,Major,0.0832,106.075,4/4,0.196
2Pac,Hip-Hop,Ambitionz Az A Ridah,3ssX20QT5c3nA9wk78V1LQ,79,0.00253,0.801,278387,0.908,0.000655,D,0.0698,-6.554,Major,0.221,87.279,4/4,0.805
Nicky Jam,Hip-Hop,X - Remix,6JjPBQfI2Y8nIjnm65X6Pw,79,0.0561,0.663,235747,0.696,3.77e-05,A,0.0778,-4.957,Minor,0.103,180.113,4/4,0.738
Kodak Black,Hip-Hop,"If I'm Lyin, I'm Flyin",7HdNB8nvJOBwHa8hIkzvxp,72,0.0996,0.715,130929,0.617,3.41e-06,B,0.186,-5.558,Minor,0.24,176.117,4/4,0.283
Usher,Hip-Hop,My Boo,68vgtRHr7iZHpzGpon6Jlo,77,0.257,0.662,223440,0.507,0,F,0.0465,-8.238,Major,0.118,86.412,4/4,0.676
Eminem,Hip-Hop,The Monster,48RrDBpOSSl1aLVCalGl5C,76,0.0525,0.781,250189,0.853,0,C#,0.12,-3.68,Minor,0.0715,110.049,4/4,0.624
Khea,Hip-Hop,Loca Remix,2CRbiMK0W14l71SpDKqKZM,77,0.337,0.795,346460,0.751,0,G#,0.0983,-3.661,Major,0.0675,113.033,4/4,0.537
